city,facility_type,name,escri,hazard_score,service_pop_5p0km,grdi,heat_exposed,flood_exposed,water_stress_exposed
Cairo,health,مستشفي النيل  لتأمين الصحي,0.7801726927164504,0.97953216374269,3581741.4138183594,34.68653869628906,True,True,True
Cairo,health,Al Agouza Hospital,0.7799371234000622,1.0,4520602.6884765625,31.13008689880371,True,True,True
Cairo,health,مستشفى النيل بدراوى,0.7777461736742878,0.97953216374269,2616359.3831939697,39.78124237060547,True,True,True
Cairo,health,Children's Cancer Hospital Egypt 57357,0.7764763267654222,0.97953216374269,3021795.8688964844,35.17334747314453,True,True,True
Cairo,health,د/ احمد ابو طالب استشارى أمراض القلب و القسطرة القلبية,0.7764325686172755,1.0,4193927.6396484375,29.616012573242188,True,True,True
Cairo,health,عيادات مكه التخصصيه,0.7756127015197275,1.0,2106038.5892944336,35.41291809082031,True,True,True
Cairo,school,Farabi Language school New Cairo -Egypt,0.7740831376646374,1.0,946139.6130180359,52.571495056152344,True,True,True
Cairo,health,Everest Dental Center,0.7738950495172455,1.0,2209061.039215088,35.41291809082031,True,True,True
Cairo,school,حضانة طفولة بالهرم,0.7737658657607412,1.0,3404585.6916503906,34.06998062133789,True,True,True
Cairo,health,مستشفى الطاهر الطبي,0.7736622103212545,0.97953216374269,4401626.263122559,35.52593994140625,True,True,True
Cairo,health,Wave Dental Clinic,0.773359894475537,1.0,2325095.529022217,35.41291809082031,True,True,True
Cairo,health,المعهد القومى لابحاث الامراض المتوطنه والكبد بالقاهره,0.7732607630247923,0.97953216374269,3139954.8040771484,35.17334747314453,True,True,True
Cairo,health,Zircon Dental Clinic,0.7726703115141595,1.0,3554596.3260498047,34.06998062133789,True,True,True
Cairo,health,Diamond Dental,0.7709545016612501,1.0,2270939.9209899902,34.06998062133789,True,True,True
Cairo,health,Perla Dental clinics. د/ محمد أبوريه,0.7700134396634883,1.0,2927081.6864318848,34.06998062133789,True,True,True
Cairo,health,مركز الرحمة الطبى,0.7698485474985292,1.0,2208881.11618042,35.41291809082031,True,True,True
Cairo,health,مركز الطاهر الطبي,0.7673219165333627,0.97953216374269,4401626.263122559,35.52593994140625,True,True,True
Cairo,school,Cairo British School,0.7668558736612424,0.97953216374269,4508157.873535156,31.132164001464844,True,True,True
Cairo,health,White Pro Dental Care,0.7666618199408854,1.0,3811914.4849853516,34.06998062133789,True,True,True
Cairo,health,Riada Scan and Lab,0.7650035962579143,1.0,3939960.086791992,33.946502685546875,True,True,True
Cairo,health,دكتور وليد محرم,0.764243844558052,1.0,3801071.3037109375,34.06998062133789,True,True,True
Cairo,health,Accurate Dental Clinics,0.763467917652155,1.0,3587769.0709228516,34.06998062133789,True,True,True
Cairo,health,Dentista,0.7633466600153539,1.0,3630367.7283935547,34.42657470703125,True,True,True
Cairo,health,مستشفى الجيزة الدولى,0.7629504522731464,1.0,3848839.2719726562,34.06998062133789,True,True,True
Cairo,health,Ders Dental - Dr.Mohammed Atif,0.7625255590753588,0.97953216374269,4508157.873535156,31.132164001464844,True,True,True
Cairo,health,مستشفى التحرير العام,0.7623595656985183,1.0,4213634.71875,33.946502685546875,True,True,True
Cairo,school,Dream Academy Language Nursery,0.7610669891950763,1.0,2491493.797027588,34.06998062133789,True,True,True
Cairo,health,Smiley Dental Facial Clinic,0.7607186070714329,1.0,2380497.876678467,35.41291809082031,True,True,True
Cairo,health,مستشفى أبو الهول,0.7605353588091159,1.0,1809777.7433166504,35.41291809082031,True,True,True
Cairo,health,Ibtesama Dental Center,0.7604896752957684,1.0,1808946.6058654785,35.41291809082031,True,True,True
Cairo,health,Shoryan center - مركز شريان,0.7603814957670504,1.0,3247642.2383117676,35.41291809082031,True,True,True
Cairo,health,مركز الدقى التخصصي,0.7602593672393889,1.0,2750976.647918701,33.46064758300781,True,True,True
Cairo,school,I kids academy,0.7597535789691419,0.97953216374269,3064508.8919906616,37.81010818481445,True,True,True
Cairo,health,مركز مكة للأشعة,0.7592824718401765,1.0,1808946.6058654785,35.41291809082031,True,True,True
Cairo,health,Elbanna dental clinic,0.7586324271456546,0.97953216374269,2402773.864402771,37.81010818481445,True,True,True
Cairo,health,Family Dental Clinic,0.7585396603649782,1.0,3605280.9860839844,33.46064758300781,True,True,True
Cairo,school,مدرسة العلا جاردن,0.7584072234904723,1.0,2591873.657142639,37.103660583496094,True,True,True
Cairo,health,مركز الجيزة للمسالك البولية وتفتيت الحصوات بدون جراحة,0.7579106565562312,1.0,3890132.840209961,33.46064758300781,True,True,True
Delhi,health,Chacha Nehru Bal Chikitsalaya-CNBC,0.7574179109441262,0.8619261181049772,2185351.822113037,46.45535659790039,True,True,True
Cairo,health,مركز نور العيون التخصصى,0.757135702893663,1.0,3904539.2221679688,34.06998062133789,True,True,True
